pH,EC,N,Zn,K,S,Fe,P,OC,Cu,Mn,B
7.89,0.81,171,0.8,516,29.34,7.48,13.34,6.630902695257202,1.1406348922678784,17.890081010692132,2.6647952149051597
8.02,0.6,291,0.56,688,23.22,7.8,18.96,22.82563913778481,2.013929045964077,5.0974324942443765,2.7551114647681683
7.82,0.88,193,0.64,633,28.73,5.76,27.19,3.7102836135635155,0.7943688147779753,14.682043580944583,1.0984757489519645
7.92,0.45,247,0.44,430,10.91,8.2,27.7,10.432801744918185,0.6513673310030395,17.206743167122262,2.608269417998462
7.68,0.49,235,0.38,465,13.33,7.8,34.88,22.652420492005614,2.780440523959031,17.726163537412653,1.5637161048586716
7.32,1.84,331,0.48,560,35.16,9.48,38.98,10.131482874534322,0.3882847910421431,6.600211189062548,0.8044892058115969
7.58,3.2,218,0.48,333,11.65,6.46,45.65,15.360770149171643,1.57245666966335,23.03876330667314,1.9986204701824521
8.0,0.87,196,0.76,387,27.51,8.2,23.08,9.602506111310783,0.7370986540816161,0.888400039022841,1.8785689861466057
7.69,2.43,235,0.62,700,20.81,7.94,18.47,6.653743336133213,0.20406479254420562,11.070756017728295,2.789985880740104
7.98,1.07,203,0.34,294,31.96,7.22,32.32,23.617065786239895,0.19553513759387933,24.210768713265722,0.7915305132496218
7.6,4.26,258,0.4,325,21.04,7.92,36.42,9.883082750929526,0.6033997922700741,17.52865233140138,1.9148842273463897
8.06,0.45,453,0.52,341,12.49,5.72,36.93,21.468970967931313,2.6296371387025808,8.177307540260472,0.2035855638812734
8.04,0.65,223,0.38,273,25.84,8.18,26.16,5.595915080796959,0.9176627198526881,21.577101856506744,0.37366306680294553
8.29,0.56,345,0.86,137,28.1,9.72,15.39,5.19320242619949,2.8748453697856164,17.636706264981107,0.0708147148650174
7.86,0.71,159,0.52,199,34.7,5.66,37.96,0.8441045809398214,1.7941533184583374,24.7059650961078,2.8185114797246977
7.6,0.59,286,0.4,493,16.63,5.66,21.54,15.674837126483652,1.3692795760224847,22.814928001403644,2.2742754041270383
7.2,3.69,202,0.96,263,35.11,5.46,20.52,8.90777961499789,1.7896602855815023,18.956233711699287,2.2313555206645725
7.85,0.32,203,0.38,605,12.79,7.38,25.65,20.758162171167324,1.6039262687129647,15.189808390351045,1.466843967795376
7.64,1.99,210,1.4,294,30.1,9.42,72.33,11.409716769928215,2.313214423508963,4.223995861869798,0.8881851488190142
7.75,0.6,293,0.28,339,14.55,6.4,49.76,23.23982292716185,0.9177134733004572,8.182576922479504,0.4774894251169855
7.58,0.97,179,1.12,516,12.84,7.7,48.22,4.5340598253045945,1.1244376473888862,13.055982718408764,0.8457022792162396
7.61,0.89,293,1.5,630,32.51,9.22,53.86,20.860093714139097,2.7096963064224244,18.622354975627346,1.0976805725244239
7.78,0.52,399,0.62,423,34.06,5.42,40.52,18.660664781722627,2.863117583530688,15.978435647600765,2.1474158676656114
7.58,0.36,227,1.1,421,12.19,6.96,16.93,18.525032086992844,2.70519560653537,9.012020006889864,1.5494665373727006
7.6,0.49,387,0.48,516,28.31,7.36,14.36,20.290319151993614,1.318982622294929,0.3096840121241589,0.2738548092931322
7.47,0.9,293,1.1,590,32.62,9.02,31.29,18.288473383537674,2.3764709238101633,15.438829564516142,0.10976006472659777
7.52,6.29,238,0.52,437,28.36,6.82,16.41,15.066665686990827,1.4856636985722196,8.932986786687689,0.3424368155140143
8.07,0.53,205,0.56,249,24.45,8.58,21.03,3.236752576609063,1.5477917667880796,22.80205040894843,1.192976449804767
7.56,6.36,279,0.3,509,20.87,6.08,41.55,0.8773756898409207,0.689712719537842,0.849700134205235,2.6356124510552905
7.61,2.31,252,1.18,513,33.66,5.16,15.9,22.108263562794917,1.8220117885474534,18.17533109123588,1.8192308481374515
7.92,0.53,304,1.22,232,33.1,6.86,88.23,14.837942517045638,0.6353781804173094,29.192139196562362,2.2730394836564214
8.61,1.2,235,0.44,504,16.88,9.2,10.26,19.137241254330615,1.0614845682668779,5.49750226107422,1.3471938808325539
7.62,4.67,274,0.96,516,20.01,8.46,31.8,11.608384201149946,2.59523849074641,14.67925276928589,1.058198389618318
7.2,6.59,453,1.42,636,20.43,7.32,22.57,2.903665716201228,0.6967321209878058,2.934025327231398,0.3591850286978787
7.64,2.09,271,0.38,694,32.88,5.1,42.58,3.0919404336409553,0.29849377555815815,19.43731426975318,2.4775751412339253
7.8,0.42,363,0.94,183,12.21,7.12,17.95,16.485010364772418,0.29219224635555174,17.115923613617408,2.2215216801170117
7.48,0.6,373,0.66,558,27.7,5.5,15.9,10.384310888097158,2.846498645074106,12.69352104293439,0.5240059493697213
7.64,1.12,224,0.52,491,11.6,5.52,27.19,4.892540968138047,1.5752768832281756,16.215336193323864,1.473839156298479
7.54,1.13,205,0.48,673,21.33,7.6,27.7,11.84910966712034,1.2895773704238638,27.805191200107725,1.405154469862636
7.65,0.96,259,0.98,720,21.12,5.86,60.02,1.6345935960957048,2.465874242353201,6.173530998388861,1.785252685414819
7.26,0.71,205,0.6,508,29.47,5.36,11.29,14.009116505754129,2.538969968777812,0.807017766578176,2.6714758274158807
7.74,1.91,255,0.26,568,10.99,5.45,52.32,6.528942365998834,1.0633197270287216,26.72682828835523,1.6601691792644437
7.65,0.42,265,0.56,402,23.07,7.58,38.47,19.161662505228797,2.12230090839822,17.93714667496243,1.5509996563089872
7.75,1.9,224,0.3,456,14.09,6.08,34.37,7.517650818273412,2.3493898504460278,27.62243968921631,0.19889129489967247
7.91,1.29,259,1.02,926,29.6,6.6,19.49,10.979761563055048,2.0081265125172467,18.5496379512329,0.23362463380974605
7.67,0.51,232,0.92,718,23.08,6.98,41.04,0.3777309038036052,0.5341735691642912,25.13587606885521,0.5770771440619373
7.63,0.67,227,0.86,675,26.83,7.9,23.08,1.8314806182899572,2.656337434704977,13.38261019404052,0.14961932986922524
7.96,0.88,252,0.74,97,12.66,7.48,67.2,9.480595998119766,1.6695470395165057,23.27317327749462,2.111653991773234
7.77,0.53,177,1.24,536,25.41,5.92,17.69,11.570538149739251,0.9176442092641108,28.31385091222765,2.056391639023338
8.47,0.61,265,0.76,368,26.45,8.44,61.56,14.440491100051357,1.3359185833324434,17.78287834937895,0.4355152070313345
7.25,2.17,334,0.48,587,26.81,7.48,13.85,7.070735631152346,0.2000832948687986,5.6944533008719045,2.3675777661949753
7.69,0.44,259,0.82,822,19.57,7.68,21.54,16.710067078424366,0.46464972758168344,8.41315832828282,0.487209456175269
7.87,0.48,238,0.92,472,36.66,6.84,17.44,20.656925292821988,2.333051979011472,6.246130980360865,0.8912446201127102
7.51,0.54,254,0.3,675,33.25,9.02,12.31,18.73843863455106,0.0900340898332228,7.73541358243219,0.7471762416853673
7.65,0.51,223,0.4,417,19.27,5.34,25.14,1.0468899258257358,1.3105378774531162,9.575173230453514,1.087567592061612
7.55,1.98,372,0.88,520,36.89,8.82,33.86,11.58411603946211,1.6209548305807744,17.25808267280599,0.7628719938562947
7.81,1.87,237,0.38,473,16.57,6.9,11.29,2.6078312641943793,0.25007885060284885,18.273061434137794,1.4095045569701277
7.91,1.25,194,1.02,521,23.58,7.72,15.39,5.884875879114406,2.9411190175089352,13.28457719230109,1.1844457525389318
7.63,0.53,166,0.46,698,23.74,8.38,34.88,23.6812359790848,0.7525472205615388,19.120347888665606,2.782931794550941
7.97,1.76,177,0.48,749,12.95,8.38,35.39,3.505643475346166,0.9813022485343029,2.6298494521350935,0.21435672635390282
7.87,0.36,282,0.54,450,14.14,6.66,18.47,12.023426867487409,0.9805515609072301,2.8217786427265614,0.4524205988290904
7.54,3.27,257,0.32,503,35.31,5.88,41.55,14.873922050203046,0.7651208200038352,5.4178120304480695,0.20579946718774283
7.68,1.82,309,0.56,453,22.87,8.6,12.31,16.888912796004085,0.09431829871289245,16.11341391446625,1.787321698151357
7.46,0.93,222,0.28,524,34.12,7.26,31.29,13.475603535337246,2.2269802466778295,6.720295624990906,0.21044560566186604
7.75,0.42,149,1.02,133,33.15,6.48,55.4,0.3335232533184894,2.9228573144119063,8.860655223885713,2.3685736751581
7.84,0.97,230,1.02,444,36.51,9.24,39.5,7.902425267031405,0.747179906025182,12.475663509383786,1.4729506206821206
7.59,0.66,437,0.32,141,12.79,6.16,14.36,12.473308276894603,2.032728271984028,25.188544570680634,1.514541043845033
8.02,0.97,218,0.68,259,36.51,9.24,45.65,2.2000093295615173,2.263756237989035,0.5382013783482491,1.610000841285656
8.38,0.57,282,1.06,833,23.64,8.14,33.86,8.479983655899419,2.5758863607352374,20.169311757109266,0.5314458294051416
7.73,0.61,364,0.94,290,26.73,6.96,34.37,0.8935543001136608,1.328303547249875,20.77159604384677,0.6056252365959855
7.97,1.07,278,0.96,841,35.39,7.2,32.83,1.9780260820049957,0.9775875535264577,24.7804770552165,0.9399358111294929
7.69,1.08,204,0.48,329,31.28,9.18,22.06,9.586466301218145,1.0431147426874812,28.922738287573075,1.6980501076683099
7.43,1.25,359,0.36,469,17.85,8.46,34.37,3.2719065216291425,2.177980505978643,0.7320581540435628,0.6399250615949921
7.44,0.58,215,0.9,504,38.3,6.44,41.04,13.664226273451238,2.4831638368615137,4.860378663303249,0.381075566887801
7.55,2.63,319,0.66,333,28.71,5.14,29.75,16.57821276238065,0.6221289255268457,27.483831273389626,2.737522606514873
7.68,0.59,196,0.78,612,11.6,6.92,45.14,19.23402210870708,1.176857153902252,14.273638385956904,0.12066980887455923
7.72,0.37,237,0.46,449,29.06,8.92,37.96,4.883590837450961,2.7326847764750095,17.550204836654686,2.2754448387274198
7.66,0.82,470,0.96,582,26.71,8.42,84.13,4.102833715991767,2.453612012705586,20.59091032300802,2.234977012827061
7.69,0.54,378,0.44,969,17.85,8.68,32.83,2.599171383992166,2.9756351200940543,21.08636741287024,0.880310954212465
8.53,1.62,194,0.98,523,15.82,7.08,40.01,15.310682964092916,2.2999474008684966,28.89146105844694,0.434329460180185
7.7,0.45,376,0.64,309,30.49,5.64,18.47,16.984769863036938,1.2420619390118124,30.905767503846477,0.4619350649069686
8.45,0.44,187,0.4,601,36.47,5.74,27.7,0.8549088613328446,1.8205688536042888,22.355663968156744,1.984911263574651
7.76,0.38,227,1.18,449,37.26,9.12,11.8,22.475472685224187,2.0267717649446486,8.982263152347109,1.8341461913978392
7.59,0.48,365,0.3,285,19.59,13.74,17.44,1.3421136792701907,0.3198755418091732,27.285551706872273,2.2203780609338275
7.81,0.69,270,0.64,655,38.97,9.78,52.32,13.036982413695583,1.6853760901743249,1.6304340501641261,2.6474480358215287
7.29,3.53,243,0.4,199,13.32,6.28,27.19,17.046546414876904,2.168310027424746,7.248087545293188,1.9697195226157937
8.11,0.73,321,0.62,458,32.55,13.94,81.05,20.916162057531444,0.580251420723107,27.83024481245415,0.4901502408819839
7.4,3.49,406,0.58,634,12.74,9.42,91.82,17.166677677965026,2.3772509320568824,8.023755881031674,0.7319016222725334
8.65,0.3,376,0.52,472,26.99,5.74,23.6,19.261301185368026,1.8004542469063474,6.92591123171581,2.384454697209796
7.52,4.61,246,0.78,184,31.45,8.38,13.85,8.212859601773063,2.8800098320939522,4.376690305102238,0.6376847693024157
7.7,0.46,348,0.46,228,35.21,5.36,51.81,19.574320218541644,0.21429733374619267,26.64796219371325,0.2601615947943687
8.13,0.92,331,0.38,392,23.03,7.22,83.61,2.0147448285937357,0.8674055830375182,15.556799626412667,2.001052949156611
7.15,4.5,376,0.56,547,32.37,7.32,22.57,21.48611807984661,1.8525528663484847,20.957451042342843,1.170972741152792
7.56,1.16,270,0.5,482,27.65,8.22,17.44,13.187457790074294,0.958920542763377,7.494760604077667,2.5993105450266936
7.58,1.18,237,0.88,294,27.65,7.24,41.04,19.6334167021036,2.18326280072874,23.52586860503648,1.8547039962185057
8.4,0.62,293,0.3,784,37.79,6.86,26.67,10.910406999987373,2.313885477789258,23.586571283879223,0.30955637870498365
8.26,0.52,209,0.56,501,16.01,6.16,24.62,15.481506915196945,0.39037177471477014,9.76615298941739,2.6760841256201036
7.6,0.88,285,0.42,513,34.91,5.08,29.75,12.681023596373105,1.5955935801258296,12.795986533687637,0.7736180476470786
8.13,1.38,215,0.82,128,29.72,5.66,30.26,17.584989569952434,1.5810493278817939,6.587332669818905,0.9907064735213487
8.03,0.77,301,0.86,771,35.24,8.38,23.08,2.0509565705310906,1.1719926567315355,30.275970010444514,1.170238741766576
7.71,1.2,386,0.8,438,24.65,6.52,50.78,1.5424148073744748,2.823469847329139,20.052663605334335,0.20137905807590456
7.7,0.72,357,0.94,505,33.81,8.06,75.41,6.005767292842499,2.5145935172285383,28.978060475302275,1.4303825653564692
7.77,0.54,272,0.98,741,13.22,7.06,32.32,3.913117854705201,2.1328234889952356,9.481579442703923,0.4003590353678066
7.75,0.76,218,0.46,417,31.42,8.38,33.34,20.93562724155362,2.1829770427035426,24.262610302473924,1.1666781016598509
7.89,1.84,205,0.58,372,31.3,5.18,56.94,5.339214297857258,1.442828301372439,23.76737350959968,1.0279590148581526
8.08,1.22,450,0.76,644,24.68,5.02,37.96,23.423179614077238,2.788513946812967,21.47524308615747,2.193038630257149
7.75,0.62,480,1.26,956,23.0,8.24,56.43,8.151809423329453,2.125164601852126,29.938587945991465,2.276750612106338
7.84,0.64,366,0.96,266,28.56,8.26,34.88,4.4526181849599125,2.2259145106515423,12.266924332324086,0.48341955539388287
7.22,0.25,229,0.72,656,14.92,8.08,47.71,18.973794320705252,2.6147543480969215,4.147858125687603,1.0716812771666644
7.71,0.57,403,0.98,473,37.54,9.42,11.29,15.843115834470938,0.8930297567726196,20.859086662049037,1.0904547244478555
7.54,0.41,252,1.06,708,14.9,8.84,85.15,12.00687762323002,2.45471774832944,22.638379736740898,0.4778928252635947
8.6,0.41,245,0.98,343,24.32,6.44,42.58,13.373188867409386,0.6620549666625216,17.873621114142786,2.263731673941286
8.07,0.5,121,0.32,163,18.09,6.12,23.08,17.288922500707105,1.1018519200775214,6.498604718890611,2.011950186205768
8.09,0.32,304,0.28,559,11.72,6.38,18.98,5.560068317818039,1.0733386310106392,15.692644038166387,0.5854537301798157
7.9,1.27,324,0.54,318,19.38,7.66,47.71,23.912380593756133,2.957079622380182,9.753540962620407,1.0721524677188854
8.43,0.98,238,0.56,319,29.58,6.22,86.18,23.397556575308116,2.5996540655814258,13.314441055069025,0.3520218686039792
7.55,0.81,348,0.36,446,33.78,10.6,76.94,15.64278390369179,2.144427694459461,20.040801807841667,1.7938502079768013
7.98,0.67,262,1.0,681,35.94,8.48,23.08,4.869064577206568,2.2202763115330932,23.12968340171988,0.39498651175419025
8.27,3.37,176,0.34,529,25.72,7.32,18.47,16.35745499410786,1.7368732875995334,7.2834207019424895,2.7811783054047727
8.23,0.43,593,0.82,371,35.13,6.04,24.62,1.8255419746023027,2.864975654627961,12.63050039038439,2.2146825261384997
7.57,0.29,367,1.1,422,30.94,12.3,73.87,0.8325948027187648,1.5440381459453194,8.424400927931424,1.1370583968518264
8.09,2.26,308,0.58,339,35.95,8.48,56.94,6.258621035418006,1.2049168899187912,6.245730552193137,1.6568364530910182
7.35,0.83,336,0.4,531,10.68,8.8,14.36,11.156688666069659,0.5676935372095616,24.308831225671447,2.575303412757288
7.77,1.51,237,0.46,474,27.03,6.42,31.29,20.851712879260294,2.3935825611248998,28.196815731158697,1.58931401389248
8.69,2.39,340,0.74,379,36.55,9.42,31.29,17.47934076741476,2.241920720981483,11.546472215796575,0.5416158224583563
7.47,1.95,352,0.68,415,29.5,5.08,59.5,17.850685856679547,1.2161602628757153,23.31700597390566,1.1052212614039996
7.42,1.14,320,0.6,570,34.98,8.8,26.16,10.269290693309,0.163816702900542,27.81818448846666,2.387079827482097
7.73,1.25,196,1.14,164,30.38,6.84,20.01,8.367846321872413,2.5482621702137713,26.246776863278853,1.8380279241313453
8.28,0.39,209,0.4,469,19.6,7.8,14.36,8.967826435332004,0.12345469152043574,5.757105571976688,1.8559993007612887
7.73,0.38,321,0.74,470,14.54,8.38,43.6,23.70482457329178,2.1518403543131193,29.64985621994773,2.4524273005002297
7.52,0.34,248,0.66,284,24.77,7.72,52.32,1.0586096747583313,2.932853331497347,11.745535244866096,2.5273656385965126
7.65,0.87,237,0.26,466,20.21,5.52,13.85,20.82205275732652,1.3723476914742363,10.589144023659804,2.598627498111244
7.62,0.52,303,1.02,430,23.36,7.86,77.97,13.9303422648802,0.7784720766381416,2.0385036996106347,0.32178377337871084
7.54,1.08,287,0.86,517,34.22,6.38,65.66,10.58290851863121,2.155272059427108,15.127904175299836,1.5617877654181584
7.83,0.49,301,0.86,398,31.1,8.04,36.42,17.433658083921763,2.4841854561056644,3.477430587148288,2.1038062785625593
8.14,0.68,304,0.54,298,30.49,6.12,24.62,11.731387700050398,1.6910408261080927,7.787395068448189,2.149118092550558
7.58,0.49,612,0.78,374,25.28,6.36,18.98,20.974815390151687,2.9234133565005083,9.900357586391321,1.7345367174372106
7.83,0.47,586,0.46,359,22.37,6.68,25.14,21.62677454986908,0.24138935445782603,25.09464513265812,0.5203330451069407
7.59,0.38,357,0.88,242,19.19,6.38,29.24,10.179130152275583,1.5690511030322676,27.153844410729242,2.2608807288789934
7.18,1.06,168,1.06,375,26.28,6.32,26.67,6.716184353917732,2.195070065655072,9.453184546384797,2.0475072805012497
7.43,1.62,439,0.56,770,32.79,7.42,62.58,14.257172853381356,2.6175365804670943,26.63518496524489,0.29773472947534013
7.89,0.35,417,0.68,446,19.98,9.46,84.13,21.905483960238914,0.6152189428898248,26.589863655352847,1.3401151161012785
7.7,0.67,179,0.92,406,13.45,5.02,24.11,5.13482631723543,2.4340102015675864,23.730067857388743,0.5401776226801778
7.72,0.62,326,0.78,453,12.08,6.12,37.45,14.988901347167237,1.7094317318553378,4.641412071928958,0.9914366461678024
7.91,0.24,89,0.44,386,28.31,6.16,50.27,15.19428926021124,1.2519022882305924,21.43407274076352,0.10990381448769179
7.77,1.65,246,0.72,341,35.39,8.42,17.44,17.621401235725216,0.4759250337367441,29.301793354893768,1.1649104368136927
7.74,0.33,417,0.42,311,19.98,5.7,44.11,3.244467674541509,2.625316573603113,21.19367538911748,1.5776603023911409
7.83,0.39,194,0.82,560,20.49,6.02,17.95,17.208216655901918,0.550810499966566,10.35364446894099,1.7700479562027596
7.92,0.91,301,0.66,249,25.82,8.06,41.04,21.82587724390882,0.9976784274826608,15.572895115438378,1.8912333525552398
8.1,0.57,266,0.72,302,16.27,6.1,15.9,4.394426301998783,0.93983340864994,20.056446589114046,2.3681640241627893
7.49,0.54,243,0.44,302,17.9,9.04,11.8,5.777285465680675,2.643243120179203,15.881519925623476,0.6546776240810148
8.01,3.89,215,0.68,195,24.72,8.24,15.39,23.316342747595186,2.061019773032071,3.8153463700696575,0.3925298299301715
7.59,0.57,334,0.76,433,35.29,8.88,27.7,4.425349169756805,2.424276493770721,9.749658339300918,2.410242594438275
8.27,0.48,320,0.68,409,18.22,6.74,30.78,20.519803731532942,0.823870943462022,24.89601338380171,0.49225136910371364
7.77,0.41,430,0.38,312,37.08,8.68,85.66,11.86544076910803,1.920881111848507,26.71920344389053,2.750337824487899
8.12,2.29,176,0.72,297,31.23,9.04,46.17,6.008822678235931,1.7652157306111838,4.351198010583965,2.385405513140238
7.59,2.23,442,1.1,391,25.67,7.32,18.47,20.910922640413023,2.530193003989634,29.529226781596602,1.4424194322552937
7.46,0.95,506,1.06,454,33.02,5.88,28.73,10.742795594563704,2.7448350872100935,10.267330665343541,2.7687231327847894
7.69,1.23,252,0.68,528,36.86,5.12,48.22,12.404134758919595,0.12561934042874334,20.56887138939194,0.3287597723380916
7.73,1.06,349,0.72,192,24.29,7.96,19.49,8.685677528654399,2.0648783628422627,23.33387875860188,0.8964615008432806
7.34,1.24,278,0.38,429,38.25,5.38,37.96,14.271525349294764,0.24187889142080604,25.19101918796422,1.8214993855120876
7.46,1.96,308,0.52,511,35.0,8.34,31.29,4.008220554782044,1.698155888676653,29.324208301758983,1.0260189569859732
7.35,1.42,348,0.7,732,32.62,13.36,61.56,9.44684872597708,0.9327638960979772,9.77608483861033,2.622308243466985
8.28,0.32,385,0.62,528,22.09,8.38,37.45,23.268954503813372,0.9888554365998737,26.629264381097517,0.24112800337077647
7.38,1.11,381,0.72,438,31.86,5.36,38.47,6.2693890415569475,1.124168415115405,4.177808447144436,1.5763766564882622
8.0,0.42,309,0.54,347,32.29,7.34,38.98,15.796006282536883,1.910386875715358,21.88871359726248,1.690790898010516
8.03,0.62,302,0.42,492,33.79,9.38,26.16,7.872042534970206,1.0687663994094938,23.029692064687023,1.8615296216251385
7.49,2.25,431,0.62,380,26.15,7.94,18.47,18.586007703909758,2.2368082182295215,21.04487092070879,0.7656387763958077
7.56,1.13,175,0.72,314,29.27,7.32,32.83,3.227880491168561,1.2752652397314383,7.904002199214876,1.0662033399548259
7.55,0.93,398,0.42,340,18.79,7.36,19.36,23.278722977377218,0.29027487690817877,27.078302811299633,2.388558261875338
7.46,1.03,395,1.18,212,34.83,6.52,28.73,10.945570039068977,2.3864163384784343,5.326037933511502,0.5980420423576411
8.09,1.04,319,0.82,784,31.58,6.76,21.03,5.7416060739804875,0.9272718910566285,1.7667787100784647,2.342155258198479
7.54,2.38,249,0.38,536,33.86,7.24,35.91,1.8565722611873026,1.3580069572258398,22.272493560001966,1.612928967211569
7.42,2.99,635,0.58,337,23.27,6.36,18.47,4.157213931592223,2.0983505778401716,14.797444843539143,2.1636375308956666
7.52,0.62,478,0.68,485,30.92,8.26,13.85,12.522597370488821,1.0640965404457263,26.338637836523503,2.029556330887181
7.22,0.59,262,0.36,358,15.79,9.6,33.34,8.154375916707743,0.2557959725098768,11.953137687289619,0.6327317272622661
7.86,0.33,591,0.56,759,16.12,10.98,80.53,19.910312444594368,1.185588667747544,5.308125599003249,1.629923152557489
7.79,0.72,314,0.8,316,15.82,5.8,67.2,10.398211815517161,2.857234347294309,25.947699325394275,2.454915901742055
7.74,0.9,279,0.46,452,24.09,9.38,23.06,6.044271114844354,1.9702817840847757,17.065818521361813,1.252640813573325
7.93,0.63,365,0.56,220,35.28,8.12,37.45,14.849765179836318,2.0574339055949165,5.954258026938063,2.727790525816354
8.03,0.9,215,0.66,363,26.0,7.96,71.81,16.991975483562154,1.942586710158285,22.36266171633531,1.3081136762807417
7.32,2.67,218,0.32,399,32.1,5.12,57.45,4.092301598832702,0.6730469671511498,15.898300292940672,0.4540883572033617
7.36,1.57,526,0.7,870,31.65,7.36,33.34,4.106099269290792,1.315718221819681,18.777228021403477,1.134839717014378
7.6,1.18,188,0.42,571,10.54,7.38,84.13,0.976447103711677,2.2902536092045223,14.347149667201315,2.686698641637882
7.69,0.55,241,0.42,417,23.41,8.36,24.11,17.70000816006881,0.3870225898307563,25.708820510138217,0.9424295441779975
7.59,2.48,278,0.58,399,38.96,8.4,36.42,15.96492821016114,0.9041086339428569,25.735192287449408,2.4559509212330934
8.52,0.39,181,0.36,302,28.69,8.38,23.08,11.44367793042055,0.8996149878049511,22.02302070615529,2.492251881442016
7.57,1.54,252,0.34,399,23.56,12.46,56.43,20.275673730363813,1.3558154578519028,3.3658485477767193,1.0265148071562125
8.03,0.28,296,0.7,753,31.7,5.08,58.48,19.35551665550627,2.962480410960602,26.022195794216685,0.2897911362197446
7.52,0.88,201,1.23,378,30.38,5.08,31.29,14.089969309082376,0.2877824617835983,20.837590968661583,2.0597798292783382
7.73,0.55,475,1.2,377,30.64,7.06,34.37,20.85168360426688,1.6097939135351436,21.641076487872812,0.9197739452786013
8.35,0.59,234,0.36,262,21.91,8.66,39.5,5.019604919878761,0.6155385182957767,11.322539940075595,2.2208691753508996
7.54,1.17,381,0.62,562,28.69,7.78,44.11,2.7748789036056962,2.93408227805055,27.270945489689936,1.2817273811987953
8.04,0.94,198,0.48,587,22.14,6.68,41.04,6.547015715256051,0.4219792688514701,22.516728731254748,1.3993362088656356
7.23,5.76,266,0.54,317,30.05,7.76,40.52,1.4643758605346249,1.2725509369194625,3.587919511086817,2.2070299626259615
7.34,4.31,254,0.35,724,27.7,5.12,83.18,12.794951719224663,2.252003005565396,12.706263482806365,1.115322793730093
7.42,3.93,337,0.6,728,19.6,6.32,39.5,22.484876045849578,2.1543444741204145,27.490289380948777,1.283031473091244
7.85,2.54,152,0.66,386,24.07,7.46,74.51,1.0403106219773806,1.3285949060992217,1.5679061154320373,1.0982856938041572
7.35,0.74,217,0.38,618,31.27,5.38,17.44,3.0184269448396406,1.1053158121014646,29.808159380742907,1.0738598221652926
7.89,1.28,284,0.34,698,36.35,6.24,61.04,10.907556775974102,1.2550042691599108,21.089331735391294,1.511612552248028
8.02,1.4,407,0.46,552,27.47,5.68,19.49,22.41961291891693,0.8643294510548131,19.613203949403903,2.292286466823176
7.35,2.4,246,0.52,917,35.38,9.18,22.57,7.656130908944336,0.6916255104109235,8.467575432914053,1.0584805409062816
8.35,0.64,381,0.92,233,29.55,5.08,46.68,12.222911927652579,1.5053063138475478,7.79517835415318,1.5069430286841532
8.11,0.48,202,0.96,379,32.13,9.76,18.98,1.093591331304371,0.8768039052780895,29.210178400002714,1.9112074182215781
7.61,2.15,466,0.34,782,34.5,5.82,19.49,3.6454025029939237,0.9322626781489428,9.323636111292052,0.8036528717980878
7.36,0.65,282,0.48,477,14.82,6.62,17.44,23.680459938716442,2.014295265980452,24.06535861564989,0.8259629415306033
8.12,0.42,199,0.76,316,21.91,7.48,38.98,23.166336844821487,2.927814381880684,12.253532346616675,2.636220230584735
7.56,0.58,293,1.14,438,18.55,6.64,26.67,0.2180655443323898,1.858656997638969,4.4115582465395065,2.0569554223938042
7.67,0.56,453,0.54,220,15.2,5.96,20.52,22.84830167161541,0.31554983850035123,0.44099554580963796,1.6530352263763324
7.39,1.04,329,0.78,738,30.86,7.48,41.55,15.374966513790458,0.31145998859241625,16.922109140401098,1.847707350200889
7.29,2.49,276,0.68,595,26.75,6.35,50.27,20.84324723902853,2.8776700370775083,30.25180770497653,0.14086646296543467
7.35,2.41,285,1.44,824,35.71,7.52,33.86,10.968282549649231,0.9610620156004875,11.512617026766327,1.7659641849502832
7.78,0.69,288,0.77,534,25.12,9.96,17.95,12.422745083044079,0.35975626922165305,11.143671197045155,1.4662444900987972
7.5,0.42,232,0.48,515,37.88,9.8,35.39,11.783433268140392,1.845200640350618,10.738990075369266,1.5662691161912423
7.42,1.04,309,0.38,464,34.09,7.38,27.19,16.038055755351895,1.9172909203904798,16.189599134347077,1.052009762053055
7.96,0.3,282,0.36,422,24.68,5.38,18.98,3.4376649886758783,1.9901191229477564,13.722138248976428,0.2848679576877196
8.19,0.3,282,0.88,241,25.13,5.12,14.41,0.816368797957003,0.873487941622596,27.290562819597476,0.5936162847692641
7.5,1.64,225,0.52,317,28.07,5.38,47.71,7.459525604029462,0.13427430474841184,15.725537256338615,2.684055408466974
8.23,0.82,490,0.88,472,27.31,9.72,58.48,16.941870229405858,2.9174950325016025,15.79463962164489,1.1880107918677776
7.77,1.63,364,0.58,640,32.95,5.02,56.4,4.9242975057384655,0.8251166238749303,4.384298560917994,1.348045510093185
8.13,0.56,286,0.62,720,24.49,6.2,31.29,16.195035156465526,2.070757023993964,30.46682441872182,0.20547901999549162
7.1,2.8,278,0.86,499,14.32,10.38,10.77,23.280897901963762,2.160425518744619,7.831662598938149,0.16368279354138643
7.28,1.34,319,0.54,372,21.53,5.06,57.96,2.3442271073670993,1.8773217320428932,2.3762160438271263,2.039420793849051
7.56,0.67,225,0.92,458,33.48,8.32,32.83,16.17519062558052,1.0068186650459894,20.5945876308442,1.545141272974267
8.18,1.79,351,0.68,595,34.39,7.06,33.34,10.70563024137925,0.8843120235287127,18.500867174145796,1.464028516436896
7.92,0.29,210,0.46,512,26.05,7.72,14.36,20.848599879622377,1.8411680683189202,12.933849251835914,0.7310237039665655
